ExecutionDate,ForecastDate,Horizon,RMSE_Row
1956-12-01,1961-10-01,58,0.054015120746062184
1956-12-01,1961-11-01,59,0.11354870120554628
1956-12-01,1961-12-01,60,0.23933114224418617
1956-10-01,1956-11-01,1,0.09978608172766235
1956-10-01,1956-12-01,2,0.02822990206758247
1956-10-01,1957-01-01,3,0.13204157932428995
1956-10-01,1957-02-01,4,0.13754399187813338
1956-10-01,1957-03-01,5,0.12442220867515985
1956-10-01,1957-04-01,6,0.0708870374623114
1956-10-01,1957-05-01,7,0.019976529274034593
1956-10-01,1957-06-01,8,0.28934277433453426
1956-10-01,1957-07-01,9,0.28935510156082156
1956-10-01,1957-08-01,10,0.6142255906086924
1956-10-01,1957-09-01,11,0.8502095454124685
1956-10-01,1957-10-01,12,0.9581931975463713
1956-10-01,1957-11-01,13,0.720823435507882
1956-10-01,1957-12-01,14,0.5045309675470477
1956-10-01,1958-01-01,15,0.09713423121280984
1956-10-01,1958-02-01,16,1.0564586579601587
1956-10-01,1958-03-01,17,1.2691632429047905
1956-10-01,1958-04-01,18,1.4895116233073988
1956-10-01,1958-05-01,19,1.681595283798273
1956-10-01,1958-06-01,20,1.784357676523621
1956-10-01,1958-07-01,21,1.639161919083473
1956-10-01,1958-08-01,22,0.7871244351268252
1956-10-01,1958-09-01,23,0.04934991589021731
1956-10-01,1958-10-01,24,0.1338219691713336
1956-10-01,1958-11-01,25,0.16044845469724178
1956-10-01,1958-12-01,26,0.2892207526489039
1956-10-01,1959-01-01,27,0.32650177048946105
1956-10-01,1959-02-01,28,0.27363626547286835
1956-10-01,1959-03-01,29,0.3779316776184376
1956-10-01,1959-04-01,30,0.5359702277613221
1956-10-01,1959-05-01,31,0.4756817999558285
1956-10-01,1959-06-01,32,0.7790127746103437
1956-10-01,1959-07-01,33,0.8504348973032521
1956-10-01,1959-08-01,34,1.024208254808042
1956-10-01,1959-09-01,35,1.6996525999813263
1956-10-01,1959-10-01,36,1.6884492202157992
1956-10-01,1959-11-01,37,1.768362806755432
1956-10-01,1959-12-01,38,2.1084470760138485
1956-10-01,1960-01-01,39,1.9934304495145478
1956-10-01,1960-02-01,40,1.5944794834014488
1956-10-01,1960-03-01,41,0.9361355724898486
1956-10-01,1960-04-01,42,0.8848394986134145
1956-10-01,1960-05-01,43,0.9461177766755533
1956-10-01,1960-06-01,44,0.07279759149865095
1956-10-01,1960-07-01,45,0.04416152490643199
1956-10-01,1960-08-01,46,0.07066196407748349
1956-10-01,1960-09-01,47,0.12311029916568961
1956-10-01,1960-10-01,48,0.05981171075298963
1956-10-01,1960-11-01,49,0.005407096147659551
1956-10-01,1960-12-01,50,0.1262362601017819
